ax_ms2,ay_ms2,az_ms2,gx_rads,gy_rads,gz_rads,mx_uT,my_uT,mz_uT
-0.382813,-0.191406,9.460938,0.0,0.0,0.0,-19.687,-47.688,-11.875
-0.382813,-0.191406,9.425781,0.0,0.0,0.0,-19.687,-47.688,-11.875
-0.382813,-0.191406,9.460938,0.0,0.0,0.0,-19.687,-46.563,-12.688
-0.382813,-0.191406,9.460938,0.0,0.0,0.0,-20.437,-46.938,-12.313
-0.34375,-0.191406,9.460938,0.0,0.0,0.0,-20.437,-46.938,-12.313
-0.382813,-0.191406,9.425781,0.0,0.0,0.0,-19.687,-45.5,-13.125
-0.34375,-0.191406,9.425781,0.0,0.0,0.0,-19.687,-45.5,-13.125
-0.34375,-0.191406,9.460938,0.0,0.0,0.0,-19.687,-45.5,-13.125
-0.34375,-0.191406,9.460938,0.0,0.0,0.0,-20.062,-46.938,-12.688
-0.382813,-0.191406,9.460938,0.0,0.0,0.0,-20.062,-46.938,-12.688
-0.382813,-0.191406,9.425781,0.0,0.0,0.0,-20.062,-46.938,-12.688
-0.382813,-0.191406,9.425781,0.0,0.0,0.0,-20.437,-47.313,-11.875
-0.382813,-0.191406,9.425781,0.0,0.0,0.0,-20.437,-47.313,-11.875
-0.382813,-0.191406,9.425781,0.0,0.0,0.0,-20.437,-47.313,-11.875
-0.382813,-0.191406,9.425781,0.0,0.0,0.0,-20.437,-47.313,-11.875
-0.382813,-0.191406,9.425781,0.0,0.0,0.0,-20.75,-47.688,-11.875
-0.382813,-0.191406,9.425781,-0.001953,0.0,-0.001953,-20.375,-46.938,-13.875
-0.382813,-0.191406,9.425781,-0.001953,0.0,-0.001953,-20.375,-46.938,-13.875
-0.382813,-0.191406,9.425781,-0.001953,0.0,-0.001953,-19.0,-46.563,-12.313
-0.382813,-0.191406,9.425781,-0.001953,0.0,0.0,-19.312,-46.25,-12.313
-0.382813,-0.191406,9.425781,-0.001953,0.0,0.0,-19.312,-46.25,-12.313
-0.382813,-0.191406,9.425781,0.0,0.0,0.003906,-19.687,-46.25,-11.5
-0.34375,-0.191406,9.425781,0.0,0.0,0.003906,-19.687,-46.25,-11.5
-0.34375,-0.191406,9.425781,0.0,0.0,0.003906,-19.687,-46.25,-11.5
-0.34375,-0.191406,9.425781,-0.001953,0.001953,0.0,-20.062,-45.5,-13.125
-0.269531,0.113281,9.464844,-0.001953,0.001953,0.0,-20.062,-45.5,-13.125
-0.460937,-0.34375,9.386719,-0.001953,0.001953,0.0,-19.687,-46.563,-12.313
-0.460937,-0.34375,9.386719,0.0,-0.001953,0.003906,-19.687,-46.625,-11.938
-0.34375,-0.191406,9.425781,0.0,-0.001953,0.003906,-19.687,-46.625,-11.938
-0.382813,-0.152344,9.421875,0.0,-0.001953,0.003906,-19.312,-45.125,-12.75
-0.382813,-0.191406,9.425781,0.001953,0.0,0.007813,-19.312,-45.125,-12.75
-0.382813,-0.269531,9.421875,0.001953,0.0,0.007813,-19.312,-45.125,-12.75
-0.382813,-0.191406,9.460938,0.001953,0.0,0.007813,-19.0,-46.25,-12.313
-0.382813,-0.191406,9.460938,0.001953,0.0,0.007813,-19.0,-46.25,-12.313
-0.34375,-0.191406,9.460938,0.001953,0.0,0.007813,-18.625,-48.063,-12.688
-0.34375,-0.191406,9.460938,0.001953,0.0,0.007813,-19.687,-47.0,-11.5
-0.382813,-0.230469,9.425781,0.001953,0.0,0.007813,-19.687,-47.0,-11.5
-0.382813,-0.230469,9.425781,0.001953,0.0,0.007813,-19.687,-47.0,-11.5
-0.382813,-0.230469,9.425781,0.001953,0.0,0.007813,-20.062,-47.313,-11.875
-0.382813,-0.191406,9.425781,0.001953,0.0,0.007813,-20.062,-46.938,-11.875
-0.382813,-0.191406,9.460938,0.001953,0.0,0.007813,-20.062,-46.938,-11.875
-0.382813,-0.191406,9.460938,0.001953,0.0,0.007813,-20.062,-46.25,-12.313
-0.382813,-0.191406,9.460938,0.001953,0.0,0.007813,-20.062,-47.313,-11.5
-0.191406,-0.078125,9.460938,0.001953,0.0,0.007813,-20.062,-47.313,-11.5
-0.382813,-0.304688,9.425781,0.001953,0.0,0.007813,-20.812,-47.313,-11.5
-0.382813,-0.304688,9.425781,0.0,0.0,0.023437,-20.437,-46.25,-10.313
-0.34375,-0.191406,9.425781,0.0,0.0,0.023437,-20.437,-46.25,-10.313
-0.34375,-0.191406,9.425781,0.0,0.0,0.023437,-19.687,-47.313,-11.875
-0.34375,-0.191406,9.425781,0.0,0.0,0.023437,-20.062,-47.375,-10.688
0.304688,-0.269531,9.425781,0.0,0.0,0.023437,-20.062,-47.375,-10.688
-0.535156,-0.113281,9.464844,0.0,0.0,0.023437,-20.062,-47.375,-10.688
-0.535156,-0.113281,9.464844,0.0,0.0,0.023437,-21.125,-46.625,-10.313
-0.304688,-0.152344,9.382813,0.005859,0.003906,0.0,-21.125,-46.625,-10.313
-0.078125,-0.191406,9.425781,0.005859,0.003906,0.0,-20.5,-47.375,-9.125
-1.035156,-0.039063,9.421875,0.001953,0.001953,-0.005859,-20.5,-47.375,-9.125
0.039063,-0.382813,9.421875,0.001953,0.001953,-0.005859,-20.5,-47.375,-9.125
0.078125,-0.152344,9.464844,0.001953,0.001953,-0.005859,-20.125,-48.125,-8.688
-0.382813,-0.269531,9.421875,0.009766,0.0,-0.009766,-20.125,-48.125,-8.688
-0.613281,-0.078125,9.421875,0.009766,0.0,-0.009766,-20.125,-48.125,-8.688
-0.613281,-0.078125,9.421875,0.009766,0.0,-0.009766,-20.5,-49.5,-7.812
0.382813,-0.304688,9.425781,0.003906,-0.001953,0.03125,-20.5,-49.5,-7.812
0.039063,-0.269531,9.421875,0.003906,-0.001953,0.03125,-20.5,-49.5,-7.812
0.039063,-0.269531,9.421875,0.003906,-0.001953,0.03125,-20.5,-49.938,-5.812
-0.652344,-0.152344,9.421875,0.003906,-0.001953,0.03125,-20.5,-49.938,-5.812
-0.535156,-0.191406,9.382813,0.003906,-0.001953,0.03125,-20.5,-49.938,-5.812
-0.535156,-0.191406,9.382813,0.003906,-0.001953,0.03125,-19.437,-50.313,-4.937
-0.882812,-0.078125,9.421875,0.003906,-0.001953,0.03125,-19.437,-50.313,-4.937
0.039063,-0.191406,9.460938,0.003906,-0.001953,0.03125,-19.437,-50.313,-4.937
0.039063,-0.191406,9.460938,0.003906,-0.001953,0.03125,-20.187,-51.813,-3.313
-0.691406,-0.230469,9.386719,0.003906,-0.001953,0.03125,-20.562,-51.438,-3.313
-0.613281,-0.113281,9.464844,0.003906,-0.001953,0.03125,-20.562,-51.438,-3.313
-0.613281,-0.113281,9.464844,0.003906,-0.001953,0.03125,-20.25,-52.5,-0.437
0.269531,-0.230469,9.460938,0.003906,-0.001953,0.03125,-20.25,-52.5,-0.437
-0.191406,-0.113281,9.425781,0.003906,-0.001953,0.03125,-20.25,-52.5,-0.437
-0.382813,-0.191406,9.425781,0.003906,-0.001953,0.03125,-20.25,-55.063,0.812
1.300781,-0.496094,9.425781,0.003906,-0.001953,0.03125,-20.25,-55.063,0.812
-0.039063,0.039063,9.421875,0.003906,-0.001953,0.03125,-20.25,-55.063,0.812
-0.039063,0.039063,9.421875,0.003906,-0.001953,0.03125,-19.937,-55.125,4.5
-0.269531,-0.230469,9.460938,0.001953,-0.001953,0.007813,-19.937,-55.125,4.5
-0.269531,-0.230469,9.460938,0.001953,-0.001953,0.007813,-20.312,-57.313,6.562
-0.726562,-0.191406,9.425781,0.001953,-0.005859,-0.025391,-20.312,-57.313,6.562
-1.074219,-0.113281,9.425781,0.001953,-0.005859,-0.025391,-19.625,-57.688,6.125
-1.074219,-0.113281,9.425781,-0.001953,-0.003906,-0.021484,-19.25,-58.438,7.812
-0.917969,-0.039063,9.421875,-0.001953,-0.003906,-0.021484,-19.25,-58.438,7.812
-0.917969,-0.039063,9.421875,-0.001953,-0.003906,-0.021484,-19.25,-59.875,8.25
-0.078125,-0.152344,9.464844,-0.001953,-0.003906,-0.021484,-19.25,-59.875,8.25
0.613281,-0.382813,9.421875,-0.001953,-0.003906,-0.021484,-19.25,-59.875,8.25
0.613281,-0.382813,9.421875,-0.001953,-0.003906,-0.021484,-18.937,-60.563,9.438
-0.613281,-0.113281,9.421875,-0.001953,-0.003906,-0.021484,-18.937,-60.563,9.438
-0.535156,-0.113281,9.421875,-0.001953,-0.003906,-0.021484,-20.375,-60.938,10.25
-0.191406,-0.230469,9.464844,0.001953,0.001953,0.017578,-20.375,-60.938,10.25
0.882812,-0.34375,9.464844,0.001953,0.001953,0.017578,-20.375,-60.938,10.25
0.882812,-0.34375,9.464844,0.001953,-0.007813,-0.027344,-18.625,-61.75,12.688
-1.265625,-0.152344,9.460938,0.001953,-0.007813,-0.027344,-18.625,-61.75,12.688
0.882812,-0.382813,9.464844,0.001953,-0.007813,-0.027344,-18.312,-63.25,14.75
0.882812,-0.382813,9.464844,-0.001953,0.0,-0.027344,-19.0,-62.5,14.75
-1.457031,-0.113281,9.421875,-0.001953,0.0,-0.027344,-19.0,-62.5,14.75
-0.304688,-0.152344,9.425781,-0.001953,0.0,-0.027344,-19.0,-62.5,14.75
-0.304688,-0.152344,9.425781,0.0,0.0,-0.009766,-17.625,-64.688,16.0
-0.765625,-0.113281,9.425781,0.0,0.0,-0.009766,-17.625,-64.688,16.0
-1.1875,-0.039063,9.464844,0.0,0.0,-0.009766,-17.625,-64.688,16.0
-1.1875,-0.039063,9.464844,-0.005859,0.003906,0.015625,-18.312,-66.875,18.062
0.496094,-0.152344,9.464844,-0.005859,0.003906,0.015625,-18.312,-66.875,18.062
0.496094,-0.152344,9.464844,-0.005859,0.003906,0.015625,-17.312,-67.625,19.75
-0.84375,-0.113281,9.421875,0.0,0.0,0.005859,-17.312,-67.625,19.75
1.148438,-0.382813,9.425781,0.0,0.0,0.005859,-17.375,-67.688,21.312
-1.074219,0.0,9.425781,0.003906,0.0,-0.037109,-17.375,-67.688,21.312
-1.265625,-0.113281,9.425781,0.003906,0.0,-0.037109,-17.375,-67.688,21.312
-1.722656,-0.152344,9.421875,0.003906,0.0,-0.037109,-17.375,-69.875,24.25
0.652344,-0.269531,9.386719,0.003906,0.0,-0.011719,-17.375,-69.875,24.25
-1.265625,-0.152344,9.460938,0.003906,0.0,-0.011719,-17.375,-69.875,24.25
-1.265625,-0.152344,9.460938,-0.003906,0.001953,0.0,-16.312,-70.938,24.625
0.957031,-0.230469,9.460938,-0.003906,0.001953,0.0,-16.312,-70.938,24.625
-1.226563,-0.078125,9.464844,-0.003906,0.001953,0.0,-15.25,-72.375,25.875
-1.226563,-0.078125,9.464844,-0.001953,-0.005859,-0.007813,-16.0,-71.375,26.687
-0.078125,-0.191406,9.425781,-0.001953,-0.005859,-0.007813,-16.0,-71.375,26.687
0.113281,-0.152344,9.464844,-0.001953,-0.005859,-0.007813,-13.875,-71.375,27.875
0.113281,-0.152344,9.464844,0.001953,-0.005859,-0.007813,-13.875,-73.875,26.687
-0.765625,-0.152344,9.460938,0.001953,-0.005859,-0.007813,-13.875,-73.875,26.687
-0.613281,-0.152344,9.421875,0.001953,-0.005859,-0.007813,-13.875,-73.875,26.687
-0.613281,-0.152344,9.421875,0.001953,-0.005859,-0.007813,-13.563,-73.125,28.25
0.039063,-0.191406,9.460938,0.001953,-0.005859,-0.007813,-13.563,-73.125,28.25
0.039063,-0.191406,9.460938,0.001953,-0.005859,-0.007813,-12.813,-73.875,29.125
1.609375,-0.230469,9.464844,0.001953,-0.005859,-0.007813,-11.375,-73.875,29.5
0.574219,-0.152344,9.5,0.001953,-0.005859,-0.007813,-11.375,-73.875,29.5
-1.035156,0.0,9.347656,0.001953,-0.005859,-0.007813,-10.0,-76.063,29.937
0.765625,-0.269531,9.460938,0.001953,0.003906,0.005859,-10.0,-76.063,29.937
0.652344,-0.152344,9.464844,0.001953,0.003906,0.005859,-10.0,-76.063,29.937
0.652344,-0.152344,9.464844,0.001953,0.003906,0.005859,-9.688,-77.188,31.625
0.84375,-0.191406,9.5,0.001953,0.003906,0.005859,-9.688,-77.188,31.625
-0.304688,-0.152344,9.382813,0.001953,0.003906,0.005859,-9.688,-77.188,31.625
-0.304688,-0.152344,9.382813,0.001953,0.003906,0.005859,-7.125,-77.563,31.937
0.191406,-0.152344,9.460938,0.001953,0.003906,0.005859,-7.125,-77.563,31.937
0.304688,-0.230469,9.421875,0.001953,0.003906,0.005859,-6.437,-77.563,31.562
0.382813,-0.191406,9.425781,-0.005859,-0.001953,-0.005859,-6.437,-77.563,31.562
0.0,-0.152344,9.421875,-0.005859,-0.001953,-0.005859,-6.437,-77.563,31.562
-0.726562,-0.304688,9.425781,-0.005859,-0.001953,-0.005859,-4.625,-78.625,31.062
-0.152344,-0.039063,9.503906,0.003906,0.001953,-0.025391,-4.625,-78.625,31.062
-0.652344,-0.191406,9.382813,0.003906,0.001953,-0.025391,-4.625,-78.625,31.062
-0.996094,-0.230469,9.34375,0.003906,0.001953,-0.025391,-3.25,-79.0,31.5
0.113281,-0.191406,9.460938,0.001953,0.0,-0.005859,-3.25,-79.0,31.5
0.152344,-0.191406,9.425781,0.001953,0.0,-0.005859,-3.25,-79.0,31.5
-1.226563,-0.113281,9.464844,0.001953,0.0,-0.005859,-1.875,-77.5,29.812
-0.152344,-0.113281,9.386719,0.0,-0.003906,-0.007813,-1.875,-77.5,29.812
-0.304688,-0.191406,9.421875,0.0,-0.003906,-0.007813,-1.875,-77.5,29.812
-0.304688,-0.191406,9.421875,0.0,-0.003906,-0.007813,0.375,-77.875,28.187
0.191406,-0.191406,9.421875,0.001953,-0.003906,0.001953,0.375,-77.875,28.187
-0.496094,-0.152344,9.421875,0.001953,-0.003906,0.001953,1.375,-76.375,28.125
0.039063,-0.191406,9.425781,0.0,-0.001953,0.007813,1.375,-76.375,28.125
0.113281,-0.230469,9.5,0.0,-0.001953,0.007813,1.375,-76.375,28.125
-0.765625,-0.152344,9.425781,0.0,-0.001953,0.007813,2.5,-75.688,25.25
-0.496094,-0.230469,9.460938,-0.005859,0.001953,0.007813,2.5,-75.688,25.25
-0.382813,-0.152344,9.421875,-0.005859,0.001953,0.007813,2.5,-75.688,25.25
-0.304688,-0.113281,9.460938,-0.005859,0.001953,0.007813,3.625,-75.313,23.937
-0.691406,-0.152344,9.460938,0.003906,0.001953,0.011719,3.625,-75.313,23.937
-0.34375,-0.191406,9.460938,0.003906,0.001953,0.011719,3.625,-75.313,23.937
-0.421875,-0.230469,9.464844,0.003906,0.001953,0.011719,4.0,-73.438,23.125
-0.34375,-0.230469,9.460938,0.0,-0.003906,0.009766,4.0,-73.438,23.125
-0.113281,-0.191406,9.425781,0.0,-0.003906,0.009766,4.0,-73.438,23.125
-0.496094,-0.152344,9.421875,0.0,-0.003906,0.009766,4.625,-72.375,22.312
-0.652344,-0.191406,9.425781,0.001953,0.003906,0.0,4.625,-72.375,22.312
0.421875,-0.191406,9.421875,0.001953,0.003906,0.0,4.625,-72.375,22.312
0.152344,-0.230469,9.460938,0.001953,0.003906,0.0,5.375,-72.0,21.062
-0.382813,-0.230469,9.425781,-0.001953,-0.003906,0.013672,5.375,-72.0,21.062
-0.574219,-0.152344,9.425781,-0.001953,-0.003906,0.013672,5.375,-72.0,21.062
-0.113281,-0.152344,9.464844,-0.001953,-0.003906,0.013672,5.375,-72.0,21.062
-0.113281,-0.152344,9.464844,-0.001953,-0.003906,0.013672,5.437,-73.063,19.875
-0.421875,-0.078125,9.382813,-0.001953,-0.003906,0.013672,5.437,-73.063,19.875
