time(s),accel_true_x(m/s^2),accel_true_y(m/s^2),accel_true_z(m/s^2),accel_meas_x(m/s^2),accel_meas_y(m/s^2),accel_meas_z(m/s^2),quat_true_w,quat_true_x,quat_true_y,quat_true_z,quat_meas_w,quat_meas_x,quat_meas_y,quat_meas_z,inclin_true_pitch(rad),inclin_true_roll(rad),inclin_meas_pitch(rad),inclin_meas_roll(rad),euler_true_roll(rad),euler_true_pitch(rad),euler_true_yaw(rad)
4.37,0.0,0.0,-9.81,0.006146683323484609,0.005070416751018533,-9.801280038066398,1.0,0.0,0.0,0.0,0.6600492404255414,-0.13491402626424906,0.7218019326024466,-0.1585407702208124,0.0,0.0,0.0010837056682352533,-0.0002133483343384185,0.0,0.0,0.0
4.3725000000000005,0.0,0.0,-9.81,0.00614618616083003,0.0052873809639268346,-9.806125963035374,1.0,0.0,0.0,0.0,0.6504571872585521,-0.17209630982506519,0.7259869981123016,-0.1422363746029026,0.0,0.0,0.0010830730957767543,-0.0001752593674603854,0.0,0.0,0.0
4.375,0.0,0.0,-9.81,0.004790761408846136,0.00658378685181134,-9.803082877757408,1.0,0.0,0.0,0.0,0.6266943860570741,-0.21293515435488333,0.7330904173245958,-0.1564966662624447,0.0,0.0,0.0011291168735626908,-0.0003068198246242395,0.0,0.0,0.0
4.3775,0.0,0.0,-9.81,0.00664499335121815,0.005829171345020762,-9.80657291206281,1.0,0.0,0.0,0.0,0.633065948710152,-0.19840646887595287,0.7139354226216312,-0.22396113506133983,0.0,0.0,0.0011042816052335227,-0.0001581912899938258,0.0,0.0,0.0
4.38,0.0,0.0,-9.81,0.005478389459580814,0.0034438694010316215,-9.806845753594608,1.0,0.0,0.0,0.0,0.6452386343336631,-0.21248686389295632,0.6881744371025332,-0.2548183304920923,0.0,0.0,0.0010863349594449467,-0.00022104393683431735,0.0,0.0,0.0
4.3825,0.0,0.0,-9.81,0.00518648977174741,0.005520805749436496,-9.804031725155088,1.0,0.0,0.0,0.0,0.6286252059306445,-0.2254704251980751,0.6908180770316826,-0.27706284896373573,0.0,0.0,0.001124406343330377,-0.00029876368906776505,0.0,0.0,0.0
4.385,0.0,0.0,-9.81,0.005490129354934432,0.005530676705219215,-9.806253936092535,1.0,0.0,0.0,0.0,0.6738991373389094,-0.20615636820910363,0.6556912033265564,-0.2709770293232969,0.0,0.0,0.0011225647999135045,-0.00031746727889091057,0.0,0.0,0.0
4.3875,0.0,0.0,-9.81,0.004781442442126148,0.0031311235433082074,-9.807452965465304,1.0,0.0,0.0,0.0,0.6963217954353217,-0.16766006829357738,0.65140102537809,-0.25040519730607824,0.0,0.0,0.001063066592614198,-0.0001881615181254979,0.0,0.0,0.0
4.39,0.0,0.0,-9.81,0.005776736469485298,0.004018572588508041,-9.804068069262977,1.0,0.0,0.0,0.0,0.6825623891397559,-0.11254118773453957,0.6817120313201305,-0.23814233632117754,0.0,0.0,0.001114503909903098,-0.0002604286617250843,0.0,0.0,0.0
4.3925,0.0,0.0,-9.81,0.006209525099164805,0.004176063508918496,-9.804400203841707,1.0,0.0,0.0,0.0,0.6906563839885087,-0.09711095495064659,0.6927446199123012,-0.18348872790188636,0.0,0.0,0.0011192008386314877,-0.00024763266372654434,0.0,0.0,0.0
4.3950000000000005,0.0,0.0,-9.81,0.004126818530421744,0.0027324005645642277,-9.80494986483097,1.0,0.0,0.0,0.0,0.6926805327623093,-0.11129660017230787,0.6758093397236994,-0.22602761482709666,0.0,0.0,0.0010964828030668812,-0.00021009530335369642,0.0,0.0,0.0
4.3975,0.0,0.0,-9.81,0.004350781443574549,0.004387015234538946,-9.802770021150295,1.0,0.0,0.0,0.0,0.6756704366748169,-0.13300299937709428,0.6777857655318849,-0.2576550391564574,0.0,0.0,0.0010577393083819708,-0.00024237423173574342,0.0,0.0,0.0
4.4,0.0,0.0,-9.81,0.003109066331323645,0.005355639326332221,-9.80626588811812,1.0,0.0,0.0,0.0,0.7299648400673394,-0.09920454016542707,0.6459551090742941,-0.20012942946215243,0.0,0.0,0.0010794738697884197,-0.00032750823954431316,0.0,0.0,0.0
4.4025,0.0,0.0,-9.81,0.005974023678707641,0.005256253564978052,-9.804648511701014,1.0,0.0,0.0,0.0,0.7170431044404304,-0.09450037500188635,0.6680451544598393,-0.17502724674079206,0.0,0.0,0.0010476292435273992,-0.0001623751434349926,0.0,0.0,0.0
4.405,0.0,0.0,-9.81,0.0037928649200821398,0.004003903026059643,-9.804003626152854,1.0,0.0,0.0,0.0,0.7211540874115335,-0.058869978539799396,0.681111869791023,-0.11206127192807558,0.0,0.0,0.001115968259869948,-0.00031378916239279065,0.0,0.0,0.0
4.4075,0.0,0.0,-9.81,0.006989228918473341,0.005470322300872868,-9.806151264188347,1.0,0.0,0.0,0.0,0.7096284830379699,0.009999101650319647,0.6840255334927305,-0.16863126506493883,0.0,0.0,0.0010151714277056821,-0.0002503591290682139,0.0,0.0,0.0
4.41,0.0,0.0,-9.81,0.005303930640937854,0.007762134596185366,-9.804974448351784,1.0,0.0,0.0,0.0,0.7276898357053734,-0.009308431231443053,0.6687414633715051,-0.15220286228200244,0.0,0.0,0.001177567729949029,-0.00025426487406344877,0.0,0.0,0.0
4.4125000000000005,0.0,0.0,-9.81,0.0066255866915062665,0.004033632336407835,-9.805144535282775,1.0,0.0,0.0,0.0,0.7329429924782546,-0.03217595169124047,0.661765027022808,-0.15435778865767197,0.0,0.0,0.0011642585308108398,-0.00022605918892218922,0.0,0.0,0.0
4.415,0.0,0.0,-9.81,0.005634228247609763,0.005372655418825391,-9.805997039476491,1.0,0.0,0.0,0.0,0.7328123132300463,-0.0155211581107933,0.6455986718812665,-0.2143538245389459,0.0,0.0,0.001120498810496678,-0.0003144244033131316,0.0,0.0,0.0
4.4175,0.0,0.0,-9.81,0.003952197952957284,0.006068210742451828,-9.80369254469351,1.0,0.0,0.0,0.0,0.732653976532169,-0.001044177242908707,0.6560467767595438,-0.1811620464360525,0.0,0.0,0.0011449127796162044,-0.0002620232414543011,0.0,0.0,0.0
4.42,0.0,0.0,-9.81,0.006684792967909499,0.007028226178788625,-9.804936552923447,1.0,0.0,0.0,0.0,0.6947590826196166,0.000654856929017004,0.673483180575895,-0.2524476059726605,0.0,0.0,0.0011410156094177335,-0.00028711608156147244,0.0,0.0,0.0
4.4225,0.0,0.0,-9.81,0.004538718489539414,0.0064951163349422575,-9.804255717455261,1.0,0.0,0.0,0.0,0.7223369114440912,-0.011224577011768063,0.6473959538682109,-0.24286184169479433,0.0,0.0,0.00110509447638152,-0.00022605540942291787,0.0,0.0,0.0
4.425,0.0,0.0,-9.81,0.0037486501605482445,0.003688410821684241,-9.804515998153004,1.0,0.0,0.0,0.0,0.7490543439857638,0.02487518396066436,0.6287204614047115,-0.20738706900389603,0.0,0.0,0.0010877590286278063,-0.00022330430421438178,0.0,0.0,0.0
4.4275,0.0,0.0,-9.81,0.004696347723433332,0.004873891943270199,-9.803832628229737,1.0,0.0,0.0,0.0,0.7696095733833567,0.021514157295683366,0.5964801156220778,-0.2268253011901825,0.0,0.0,0.0010818756759844767,-0.0002784709301900455,0.0,0.0,0.0
4.43,0.0,0.0,-9.81,0.005798386719647387,0.006470260813388494,-9.807368417997202,1.0,0.0,0.0,0.0,0.785861425997584,0.01969581577733666,0.5502726885482342,-0.28148510121817666,0.0,0.0,0.0011798871075712866,-0.00018956319734307297,0.0,0.0,0.0
4.4325,0.0,0.0,-9.81,0.005203249348569353,0.005722648390861512,-9.806891791553321,1.0,0.0,0.0,0.0,0.8005850282829036,0.00040577046787549666,0.5518522112993771,-0.23350071675174258,0.0,0.0,0.0010559854093335395,-0.00021472256675127423,0.0,0.0,0.0
4.4350000000000005,0.0,0.0,-9.81,0.004134187830178162,0.003915748963938862,-9.805069461252662,1.0,0.0,0.0,0.0,0.7884550959914407,-0.0012383896569985882,0.5704559822627192,-0.23003695419836714,0.0,0.0,0.001056937620325426,-0.00030651618388096065,0.0,0.0,0.0
4.4375,0.0,0.0,-9.81,0.006820984121152913,0.007285587729290588,-9.806053416449966,1.0,0.0,0.0,0.0,0.8003522564820645,-0.046284734662881404,0.5679814157608879,-0.18625547033983095,0.0,0.0,0.0011499543299956997,-0.00033371268874044077,0.0,0.0,0.0
4.44,0.0,0.0,-9.81,0.005524757883830936,0.0055627050719715045,-9.804638764466926,1.0,0.0,0.0,0.0,0.7927513738399616,-0.05106440353752256,0.581985681168685,-0.17386878063882574,0.0,0.0,0.0011443542563743252,-0.0002577187503347531,0.0,0.0,0.0
4.4425,0.0,0.0,-9.81,0.005374599030088078,0.005262504925385212,-9.80310872996781,1.0,0.0,0.0,0.0,0.8209943840850754,-0.031563314339311255,0.5525389315905445,-0.1402594295064155,0.0,0.0,0.0010847476399883588,-0.00022303171730232425,0.0,0.0,0.0
4.445,0.0,0.0,-9.81,0.006202603087411203,0.003657198862526839,-9.804158436287803,1.0,0.0,0.0,0.0,0.8559253479307003,-0.024818347767284383,0.4962368309675538,-0.1432649851676651,0.0,0.0,0.0011262556928577907,-0.0002877534685529532,0.0,0.0,0.0
4.4475,0.0,0.0,-9.81,0.005955323461799979,0.005275716496977655,-9.803763313515917,1.0,0.0,0.0,0.0,0.8544127080407176,-0.06455236606455413,0.4788456767497463,-0.19109875518190275,0.0,0.0,0.0011334042192195609,-0.00023855017350189793,0.0,0.0,0.0
4.45,0.0,0.0,-9.81,0.005126363138369967,0.0051409505077067465,-9.804952299878915,1.0,0.0,0.0,0.0,0.8849330341270126,-0.05930795135319313,0.4251754559471748,-0.18056002790528872,0.0,0.0,0.0010300573190608453,-0.00025338084815256515,0.0,0.0,0.0
4.4525,0.0,0.0,-9.81,0.0025295267110137893,0.0048103710903727856,-9.805881530926133,1.0,0.0,0.0,0.0,0.8855547692641047,-0.04121590651595406,0.4125856113644099,-0.20944477309955115,0.0,0.0,0.0011681477943544809,-0.00015669994263819832,0.0,0.0,0.0
4.455,0.0,0.0,-9.81,0.0035085507296673596,0.006592839521138418,-9.804501547750684,1.0,0.0,0.0,0.0,0.8793244365027247,-0.06166468051849334,0.4233396293144297,-0.20921176065804495,0.0,0.0,0.0011333844716319764,-0.00030681248028642733,0.0,0.0,0.0
4.4575000000000005,0.0,0.0,-9.81,0.004869888817728267,0.004240226455752444,-9.804746408398891,1.0,0.0,0.0,0.0,0.8949108026539108,-0.0785515946025026,0.4214545969496797,-0.12385606561133872,0.0,0.0,0.0011215123115664509,-0.00019993526824527716,0.0,0.0,0.0
4.46,0.0,0.0,-9.81,0.0060719202818347124,0.0039316612021452505,-9.80510068299417,1.0,0.0,0.0,0.0,0.8414152330023625,-0.09525000707703621,0.5213204279047264,-0.10570171839964253,0.0,0.0,0.0011338221753746124,-0.00020338613054602793,0.0,0.0,0.0
4.4625,0.0,0.0,-9.81,0.0059267142691478295,0.0026263266710679785,-9.80516275961035,1.0,0.0,0.0,0.0,0.8462709963488045,-0.06995270229600983,0.5222567216373566,-0.07861257459775983,0.0,0.0,0.0011148446045752608,-0.00024827774218677887,0.0,0.0,0.0
4.465,0.0,0.0,-9.81,0.004399724056865547,0.004747482257422325,-9.80568541681085,1.0,0.0,0.0,0.0,0.8187586241093376,-0.08341743875537597,0.5651550258103685,-0.05723323474484965,0.0,0.0,0.0010639701466269385,-0.0003438619123569813,0.0,0.0,0.0
4.4675,0.0,0.0,-9.81,0.005066984160328986,0.007169109238437539,-9.805476256751813,1.0,0.0,0.0,0.0,0.8382943285333884,-0.06689775468352924,0.5399616152425635,-0.035053719227775296,0.0,0.0,0.0011136077955431684,-0.00023474453687850392,0.0,0.0,0.0
4.47,0.0,0.0,-9.81,0.005248343857703763,0.007252816534467526,-9.805742368335745,1.0,0.0,0.0,0.0,0.8235750113736672,-0.05809766746815821,0.5642043051571184,-0.004729029265770101,0.0,0.0,0.0011250187970844796,-0.0003145198650035293,0.0,0.0,0.0
4.4725,0.0,0.0,-9.81,0.007040872885689397,0.004911265178800105,-9.802997708142156,1.0,0.0,0.0,0.0,0.8231583862310027,-0.048758511835891125,0.5636407783295294,-0.04839371555484172,0.0,0.0,0.0011295971891004365,-0.00013691051139629767,0.0,0.0,0.0
4.4750000000000005,0.0,0.0,-9.81,0.005787986724061818,0.00526646654275951,-9.80517224731258,1.0,0.0,0.0,0.0,0.8296863444130027,-0.04144082930145558,0.5554641543513543,-0.036916131868474256,0.0,0.0,0.0010999318334659373,-0.000247715029555133,0.0,0.0,0.0
4.4775,0.0,0.0,-9.81,0.004170503225262169,0.004994206654308043,-9.804038805562733,1.0,0.0,0.0,0.0,0.8199045292491808,-0.01397317042085661,0.5715096766811449,-0.030626832759562045,0.0,0.0,0.0011120035197541994,-0.00013807332321764842,0.0,0.0,0.0
4.48,0.0,0.0,-9.81,0.004889567845716918,0.0045323349584421935,-9.805390171042728,1.0,0.0,0.0,0.0,0.8045518205056281,0.051278700528522236,0.5906339684660281,-0.0349052759229396,0.0,0.0,0.001042226122756853,-0.0002338463508399773,0.0,0.0,0.0
4.4825,0.0,0.0,-9.81,0.006073144974187253,0.00634701503265253,-9.805880236154705,1.0,0.0,0.0,0.0,0.7750321484161307,0.03330534308211885,0.6308954271365972,0.013670517978097554,0.0,0.0,0.0010539542295025393,-0.0002731273411998835,0.0,0.0,0.0
4.485,0.0,0.0,-9.81,0.0041180720917843045,0.005351505448448191,-9.803297094759781,1.0,0.0,0.0,0.0,0.7707654205557751,0.028771178238757664,0.6362713517113988,0.015863567366217784,0.0,0.0,0.0010932276517750005,-0.00017394056102739162,0.0,0.0,0.0
4.4875,0.0,0.0,-9.81,0.006253830592883883,0.003431569946264244,-9.80540581741668,1.0,0.0,0.0,0.0,0.7752481254766205,0.0412933045716608,0.6298047622420573,0.02512306509492461,0.0,0.0,0.0011901238415623198,-0.00022102157316973675,0.0,0.0,0.0
4.49,0.0,0.0,-9.81,0.0038096796161304434,0.00459013776170574,-9.803206609434666,1.0,0.0,0.0,0.0,0.7870738592102162,0.06292894013098133,0.6115618587942298,0.050465646831033675,0.0,0.0,0.0010761057406366654,-0.00011396673914596873,0.0,0.0,0.0
4.4925,0.0,0.0,-9.81,0.0032305990363823882,0.0029995955498092154,-9.80607020823859,1.0,0.0,0.0,0.0,0.7856708259156487,0.04446591488271113,0.6169041422533674,0.013168712514995965,0.0,0.0,0.0010734374939312828,-0.00027439084753768804,0.0,0.0,0.0
4.495,0.0,0.0,-9.81,0.0052431645792319435,0.005635628423894171,-9.804580123192167,1.0,0.0,0.0,0.0,0.8098246451423379,0.010144409414708606,0.5838443743863521,0.05662933493448667,0.0,0.0,0.0010028883937340393,-0.00017138705736382512,0.0,0.0,0.0
4.4975000000000005,0.0,0.0,-9.81,0.006288781719602906,0.002829848255586665,-9.803696327894352,1.0,0.0,0.0,0.0,0.8182188273701378,0.0036375749813949997,0.5679469220388239,0.0891123579079647,0.0,0.0,0.0011465214148882591,-0.00011789023915725471,0.0,0.0,0.0
4.5,0.0,0.0,-9.81,0.0045376638083055145,0.005765968802640329,-9.8066526717273,1.0,0.0,0.0,0.0,0.8187270820017247,0.0286718799485069,0.5665913079498307,0.08853348661867814,0.0,0.0,0.0010230689216351877,-0.0001681365960508662,0.0,0.0,0.0
4.5025,0.0,0.0,-9.81,0.0049108340323796755,0.005183090696983268,-9.803734681028864,1.0,0.0,0.0,0.0,0.7891203457793374,-6.829079902332291e-05,0.6035851801843378,0.11390349193640308,0.0,0.0,0.0010994964813780988,-0.00020227893233918322,0.0,0.0,0.0
4.505,0.0,0.0,-9.81,0.00303915530919066,0.004941195749625582,-9.806372321937674,1.0,0.0,0.0,0.0,0.7879148166257232,0.0013777837360294488,0.6110290168450435,0.07636677305614817,0.0,0.0,0.0010095467848697365,-0.00016761765650922383,0.0,0.0,0.0
4.5075,0.0,0.0,-9.81,0.005499968844033139,0.00581978386340886,-9.803580000624567,1.0,0.0,0.0,0.0,0.8084892227877623,-0.0135134728614704,0.5878397684667035,0.024636746868749622,0.0,0.0,0.001137006115022343,-0.00024652356564904573,0.0,0.0,0.0
4.51,0.0,0.0,-9.81,0.004275270332279043,0.005996345573655706,-9.80349321883154,1.0,0.0,0.0,0.0,0.7895808121677967,-0.027891976239021874,0.6129775697010257,-0.006532821851906199,0.0,0.0,0.0011296022155620822,-0.00028456748122698795,0.0,0.0,0.0
4.5125,0.0,0.0,-9.81,0.002970898316480115,0.005625729970955876,-9.8039668322543,1.0,0.0,0.0,0.0,0.7883127811048337,-0.029302374939503596,0.614447450628078,-0.012596046456041931,0.0,0.0,0.001065484782289538,-0.0002687521442169791,0.0,0.0,0.0
4.515,0.0,0.0,-9.81,0.004600479043221986,0.003479919499252947,-9.803985141075058,1.0,0.0,0.0,0.0,0.7999507669834949,-0.02658554253518217,0.5994382757904233,0.006762606600471933,0.0,0.0,0.0009988155902340649,-0.000199364671749159,0.0,0.0,0.0
4.5175,0.0,0.0,-9.81,0.0034931781099645197,0.004695080361580667,-9.805142226016034,1.0,0.0,0.0,0.0,0.792987848992618,0.005997293907109488,0.6074882709062427,0.0457417153941128,0.0,0.0,0.0011582158899635276,-0.0002812085348007284,0.0,0.0,0.0
4.5200000000000005,0.0,0.0,-9.81,0.005747188286855607,0.004167454654453749,-9.80590075500175,1.0,0.0,0.0,0.0,0.7685126514257082,-0.018264440596046098,0.6333835459674262,0.08876935567002082,0.0,0.0,0.0011140560615046874,-0.0002583899077305566,0.0,0.0,0.0
4.5225,0.0,0.0,-9.81,0.005021423518504181,0.006089521592158444,-9.802402671349231,1.0,0.0,0.0,0.0,0.7621175391463048,-0.015479999209818242,0.64319548517561,0.0723656962915175,0.0,0.0,0.0011130125786844962,-0.000277346108500936,0.0,0.0,0.0
4.525,0.0,0.0,-9.81,0.003130694627860382,0.005276157554934802,-9.806373851725878,1.0,0.0,0.0,0.0,0.7717616419812597,-0.046938184235079845,0.6341007400360856,-0.009850193540850337,0.0,0.0,0.001049568161217831,-0.00018939972877581553,0.0,0.0,0.0
4.5275,0.0,0.0,-9.81,0.006104140833254336,0.0038003330678170323,-9.8058890609528,1.0,0.0,0.0,0.0,0.7793803958412157,-0.032441483492514266,0.6256860435845288,0.005542886498400831,0.0,0.0,0.00109247993820706,-0.0001386088639124666,0.0,0.0,0.0
4.53,0.0,0.0,-9.81,0.0042114281988816765,0.0048153138491267905,-9.804714596428497,1.0,0.0,0.0,0.0,0.806998090533076,-0.04985215986502379,0.5883410383928042,-0.011120547452285643,0.0,0.0,0.0010982489783102744,-0.0002929755737953897,0.0,0.0,0.0
4.5325,0.0,0.0,-9.81,0.0054743165402772204,0.004898211598142864,-9.806660281733413,1.0,0.0,0.0,0.0,0.7925317654516315,-0.054774981427481204,0.6069499605248487,-0.022468813467202288,0.0,0.0,0.0011600666682871892,-0.00021145762163238448,0.0,0.0,0.0
4.535,0.0,0.0,-9.81,0.005761604298915092,0.004842667652868616,-9.803727638152152,1.0,0.0,0.0,0.0,0.7888113101929419,-0.07423769448138572,0.6076671445813859,-0.05482812258401425,0.0,0.0,0.0011338831683685609,-0.00018214653522361613,0.0,0.0,0.0
4.5375000000000005,0.0,0.0,-9.81,0.004071991456552114,0.0030191226459078792,-9.805135048605157,1.0,0.0,0.0,0.0,0.7717431004505879,-0.031703783844523006,0.6315014866853411,-0.06792149373399595,0.0,0.0,0.0010616438602065767,-0.0002511492086693435,0.0,0.0,0.0
4.54,0.0,0.0,-9.81,0.00643033631411058,0.005094428894797091,-9.805330011353625,1.0,0.0,0.0,0.0,0.7898551400896953,-0.016816660495401536,0.6113261644667051,-0.046112668997759725,0.0,0.0,0.0010868471020394988,-0.0003120695716254669,0.0,0.0,0.0
4.5425,0.0,0.0,-9.81,0.0038806015602172008,0.006973891131283327,-9.806306842254179,1.0,0.0,0.0,0.0,0.8044715877972106,-0.00016888588595895227,0.5936173195421494,-0.021069263019518975,0.0,0.0,0.0010820226462355904,-0.00017451357620388831,0.0,0.0,0.0
4.545,0.0,0.0,-9.81,0.004051210958771561,0.005575930248790895,-9.807279536351997,1.0,0.0,0.0,0.0,0.8026273105950297,0.017123184963892157,0.5945618243433137,-0.044636687346089936,0.0,0.0,0.0011082511882787812,-0.00031496584730577627,0.0,0.0,0.0
4.5475,0.0,0.0,-9.81,0.006405193213153837,0.005639675295433827,-9.804036605028479,1.0,0.0,0.0,0.0,0.8396368047308046,0.007827172694500869,0.5430785068308874,-0.003808796055025737,0.0,0.0,0.0010143606331263193,-0.00015731877039119502,0.0,0.0,0.0
4.55,0.0,0.0,-9.81,0.005561903723064743,0.004715357619953852,-9.806346326031852,1.0,0.0,0.0,0.0,0.808329424152347,-0.007972136459101133,0.5886719518546604,-0.002306553584243336,0.0,0.0,0.0010910951019055695,-0.00027838456009331164,0.0,0.0,0.0
4.5525,0.0,0.0,-9.81,0.004740131205678221,0.0037571468610671484,-9.80452279520004,1.0,0.0,0.0,0.0,0.7937836527904084,0.011818274245829463,0.6056111133089113,0.054799821106527785,0.0,0.0,0.0010814780189614445,-0.00032183789412603347,0.0,0.0,0.0
4.555,0.0,0.0,-9.81,0.005854579860555115,0.00664320375892029,-9.804657429487069,1.0,0.0,0.0,0.0,0.7551728962552088,0.04780405729569088,0.6533309277323586,0.02423567073479413,0.0,0.0,0.0011703372820082694,-0.00026506644467832666,0.0,0.0,0.0
4.5575,0.0,0.0,-9.81,0.005993225194712534,0.0045552606442801225,-9.805657932191435,1.0,0.0,0.0,0.0,0.7665052322258156,0.06300328517222276,0.638203759476826,0.03458722911136114,0.0,0.0,0.0011674211707913612,-0.00024178176354757396,0.0,0.0,0.0
4.5600000000000005,0.0,0.0,-9.81,0.005462511815491375,0.004450121428812198,-9.80477816832655,1.0,0.0,0.0,0.0,0.7626734444676827,0.05465556715511654,0.6433899235705237,0.03730137169955872,0.0,0.0,0.0011706743133801185,-0.00023104574845161287,0.0,0.0,0.0
4.5625,0.0,0.0,-9.81,0.003655976793152209,0.0038673242177253934,-9.8043471232527,1.0,0.0,0.0,0.0,0.7755108888463491,0.033845191192190295,0.6295396873683567,0.03342373919927392,0.0,0.0,0.0011404993519817256,-0.00020683461714448025,0.0,0.0,0.0
4.565,0.0,0.0,-9.81,0.005948634218752975,0.0037448826891262168,-9.804305686956534,1.0,0.0,0.0,0.0,0.7696800722465246,0.018268481996850897,0.6374433144070373,-0.030411673250356288,0.0,0.0,0.0011284596381369422,-0.00022626843436766053,0.0,0.0,0.0
4.5675,0.0,0.0,-9.81,0.004277970112837481,0.004924426592387765,-9.803427256422614,1.0,0.0,0.0,0.0,0.7743395130052833,0.008740831668929536,0.6320832690016494,0.02815417391196029,0.0,0.0,0.0010836321592383224,-0.0001441943150671852,0.0,0.0,0.0
4.57,0.0,0.0,-9.81,0.00585541247444501,0.0058417413299021205,-9.802848353748097,1.0,0.0,0.0,0.0,0.7829150569780802,0.015129997408913775,0.621319409160317,0.027879894836430264,0.0,0.0,0.0010483370847297504,-0.0002442606933661313,0.0,0.0,0.0
4.5725,0.0,0.0,-9.81,0.004076534015584388,0.003744625154433773,-9.80594493791206,1.0,0.0,0.0,0.0,0.7826308014482594,0.009667774965158898,0.622116801636345,0.019137603649434887,0.0,0.0,0.0010966036168270938,-0.0002234144924216382,0.0,0.0,0.0
4.575,0.0,0.0,-9.81,0.004605452260140414,0.002133693926978441,-9.805339143034592,1.0,0.0,0.0,0.0,0.7154226229230779,-0.031117454799109396,0.6962027880426627,0.05003851055249633,0.0,0.0,0.001073337059069521,-0.00022800616296871106,0.0,0.0,0.0
4.5775,0.0,0.0,-9.81,0.004264040248559689,0.005827485246227209,-9.804680202390905,1.0,0.0,0.0,0.0,0.7263691941892314,0.016994133875044334,0.6863266571651306,0.03247634233193492,0.0,0.0,0.0010869836171357406,-0.00032731708111030373,0.0,0.0,0.0
4.58,0.0,0.0,-9.81,0.00419798006911549,0.005599383914992138,-9.804243719378587,1.0,0.0,0.0,0.0,0.7011727639020267,0.05838738387123548,0.6999713122888204,0.12242479544329396,0.0,0.0,0.001096324350762678,-0.00030211170707584284,0.0,0.0,0.0
4.5825000000000005,0.0,0.0,-9.81,0.004000421605415509,0.004324710451414893,-9.807714252471214,1.0,0.0,0.0,0.0,0.687910010471559,0.12789694789693828,0.6940525915281793,0.1694496633360059,0.0,0.0,0.0010050119680605164,-0.00023731957067928716,0.0,0.0,0.0
4.585,0.0,0.0,-9.81,0.0036212932101673512,0.004031113327381448,-9.805007706410134,1.0,0.0,0.0,0.0,0.7319933637552304,0.08988552799093269,0.6626840542827263,0.13021578811919493,0.0,0.0,0.0011213697062754783,-0.00021690839599619293,0.0,0.0,0.0
4.5875,0.0,0.0,-9.81,0.003792284586393497,0.004300667011243198,-9.806537214212222,1.0,0.0,0.0,0.0,0.7123385855154242,0.11731985787784954,0.6783412277282869,0.13661247855699893,0.0,0.0,0.0011255211829989265,-0.00034567636550171256,0.0,0.0,0.0
4.59,0.0,0.0,-9.81,0.005106401058571305,0.005406066077826436,-9.80462141598491,1.0,0.0,0.0,0.0,0.7050852684631174,0.049912185283099535,0.6971559593843273,0.11973765594614451,0.0,0.0,0.0010245615145217622,-0.0001411529001985273,0.0,0.0,0.0
4.5925,0.0,0.0,-9.81,0.00491954905225249,0.0030911570831178587,-9.805824685462401,1.0,0.0,0.0,0.0,0.6906871232826379,0.06851403119486713,0.711335305681177,0.1107213084841813,0.0,0.0,0.0010409924717666383,-0.0002125026793929534,0.0,0.0,0.0
4.595,0.0,0.0,-9.81,0.004425600046681143,0.004430321416692424,-9.805006747106425,1.0,0.0,0.0,0.0,0.6470166752470901,0.07410667494995823,0.7548457355038942,0.07800986009247542,0.0,0.0,0.0010598562244621887,-0.00024031458611888475,0.0,0.0,0.0
4.5975,0.0,0.0,-9.81,0.006582862195280689,0.005860837242329773,-9.806257308426881,1.0,0.0,0.0,0.0,0.6726976015644838,0.06330271986483771,0.7297053629584117,0.1048846307942089,0.0,0.0,0.0010626670817285601,-0.00021508401489110058,0.0,0.0,0.0
4.6000000000000005,0.0,0.0,-9.81,0.005703480184224137,0.005658635886742571,-9.806043741415664,1.0,0.0,0.0,0.0,0.6664387428361003,0.04999360197626847,0.7282794083686559,0.15155574932900834,0.0,0.0,0.0011029856702599093,-0.0002679586386511266,0.0,0.0,0.0
4.6025,0.0,0.0,-9.81,0.005904115190941911,0.0047162366994924244,-9.806754515257747,1.0,0.0,0.0,0.0,0.6713404272728837,0.053288074866244865,0.71954038809836,0.16948168538627667,0.0,0.0,0.0010408373106206242,-0.0002304656167974011,0.0,0.0,0.0
4.605,0.0,0.0,-9.81,0.005440773606897916,0.005160364066394295,-9.805362976569551,1.0,0.0,0.0,0.0,0.6816794184595069,0.07219348184840219,0.7052303614749287,0.18097350325739528,0.0,0.0,0.0010323263863914792,-0.0002221033859671951,0.0,0.0,0.0
4.6075,0.0,0.0,-9.81,0.004860917718974656,0.00405863639134828,-9.804376876397031,1.0,0.0,0.0,0.0,0.6622045407210383,0.04320086711764297,0.7302046883908644,0.16254213109444318,0.0,0.0,0.0012333466224737663,-0.00017379150242276248,0.0,0.0,0.0
4.61,0.0,0.0,-9.81,0.004853858603182994,0.005100910289327064,-9.804674643954947,1.0,0.0,0.0,0.0,0.6657448310598884,-0.02432768468375403,0.727619435760665,0.16359077106701336,0.0,0.0,0.001133436801626994,-0.0002489686286197451,0.0,0.0,0.0
4.6125,0.0,0.0,-9.81,0.003546052731820215,0.0038524288832448243,-9.807696104628969,1.0,0.0,0.0,0.0,0.6639018978434337,-0.052344639740472085,0.7310705871809355,0.14842541995645195,0.0,0.0,0.00099431134405515,-0.0003137209947801531,0.0,0.0,0.0
